44 100
0         -0.983464 -0.80477 -0.0144823
0.0634665 -0.981675 -0.761571 -0.0160638
0.126933 -0.977915 -0.71453 -0.0193975
0.1904 -0.971788 -0.663916 -0.0248568
0.253866 -0.962718 -0.610018 -0.0330012
0.317333 -0.949959 -0.553145 -0.0445896
0.380799 -0.932606 -0.493624 -0.0606029
0.444266 -0.909617 -0.431797 -0.0822821
0.507732 -0.879842 -0.368018 -0.11119
0.571199 -0.84206 -0.302654 -0.149313
0.634665 -0.795034 -0.236076 -0.199228
0.698132 -0.73757 -0.168665 -0.264392
0.761598 -0.668604 -0.100803 -0.349661
0.825065 -0.58729 -0.0328723 -0.462293
0.888531 -0.493115 0.0347462 -0.614101
0.951998 -0.386018 0.101676 -0.826781
1.01546 -0.266518 0.167548 -1.14854
1.07893 -0.135841 0.232002 -1.73391
1.1424 -0.00395888 0.294689 -4.77799
1.20586 -0.14991 0.355275 -1.64832
1.26933 -0.298065 0.41344 -1.05137
1.3328 -0.443504 0.468885 -0.706203
1.39626 -0.580412 0.521326 -0.472526
1.45973 -0.70225 0.570505 -0.307016
1.5232 -0.802029 0.616184 -0.19162
1.58666 -0.872707 0.65815 -0.118263
1.65013 -0.907695 0.696215 -0.0841191
1.7136 -0.901463 0.730216 -0.0901038
1.77706 -0.850208 0.760019 -0.140949
1.84053 -0.752552 0.785517 -0.246927
1.904 -0.610168 0.806629 -0.429099
1.96746 -0.428291 0.823303 -0.736519
2.03093 -0.21597 0.835517 -1.3312
2.0944 0.0139967 0.843272 -3.70574
2.15786 0.245551 0.846601 -1.21971
2.22133 0.460345 0.845559 -0.673831
2.28479 0.639186 0.840231 -0.388745
2.34826 0.763916 0.830723 -0.233908
2.41173 0.819579 0.817167 -0.172818
2.47519 0.796656 0.799717 -0.197458
2.53866 0.693074 0.778547 -0.318439
2.60213 0.515647 0.753851 -0.575293
2.66559 0.280585 0.725841 -1.10387
2.72906 0.0127839 0.694744 -3.78402
2.79253 -0.25628 0.660802 -1.18256
2.85599 -0.492045 0.62427 -0.615989
2.91946 -0.661459 0.585411 -0.358993
2.98293 -0.738166 0.544498 -0.263691
3.04639 -0.707473 0.501811 -0.30058
3.10986 -0.570178 0.457634 -0.487977
3.17333 -0.344319 0.412252 -0.926073
3.23679 -0.0640797 0.365952 -2.38645
3.30026 0.22448 0.31902 -1.29764
3.36373 0.470619 0.271737 -0.654658
3.42719 0.628105 0.224381 -0.403935
3.49066 0.6648 0.177221 -0.354617
3.55413 0.570636 0.13052 -0.487281
3.61759 0.361883 0.08453 -0.882861
3.68106 0.0801206 0.039491 -2.19244
3.74452 -0.214744 -0.00436846 -1.33615
3.80799 -0.456672 -0.0468338 -0.68079
3.87146 -0.588665 -0.0877054 -0.460263
3.93492 -0.577496 -0.126799 -0.476901
3.99839 -0.424015 -0.163947 -0.745234
4.06186 -0.165608 -0.199 -1.56182
4.12532 0.13103 -0.231824 -1.76523
4.18879 0.386078 -0.262303 -0.826647
4.25226 0.528232 -0.290342 -0.554349
4.31572 0.51602 -0.315862 -0.574665
4.37919 0.35218 -0.338802 -0.906468
4.44266 0.0856581 -0.359119 -2.1344
4.50612 -0.200933 -0.376789 -1.39389
4.56959 -0.41602 -0.391805 -0.76177
4.63306 -0.488938 -0.404175 -0.621491
4.69652 -0.395162 -0.413925 -0.806447
4.75999 -0.167354 -0.421096 -1.55271
4.82346 0.113353 -0.425743 -1.8911
4.88692 0.344689 -0.427935 -0.925141
4.95039 0.440659 -0.427753 -0.711792
5.01385 0.365391 -0.425293 -0.874481
5.07732 0.149501 -0.420657 -1.65069
5.14079 -0.119417 -0.41396 -1.84584
5.20425 -0.330607 -0.405324 -0.961371
5.26772 -0.396011 -0.394878 -0.804583
5.33119 -0.289136 -0.38276 -1.07779
5.39465 -0.0589628 -0.369109 -2.45872
5.45812 0.189577 -0.354071 -1.44441
5.52159 0.342166 -0.337792 -0.931524
5.58505 0.32866 -0.320423 -0.966502
5.64852 0.158148 -0.302114 -1.60186
5.71199 -0.0833118 -0.283013 -2.15852
5.77545 -0.273819 -0.263268 -1.12507
5.83892 -0.317145 -0.243025 -0.99748
5.90239 -0.193599 -0.222427 -1.42618
5.96585 0.0278016 -0.201612 -3.1113
6.02932 0.225019 -0.180713 -1.29555
6.09279 0.289612 -0.159857 -1.07636
6.15625 0.18824 -0.139167 -1.45056
6.21972 -0.016909 -0.118758 -3.54225
6.28319 -0.203186 -0.0987372 -1.3842
